Date;Ouverture;Plus_Haut;Plus_Bas;Cloture;Volume_Titres;Volume_FCFA;Variation_Pct
2020-08-25;61,85;61,85;61,85;61,85;0;0,0;2,5
2020-08-26;64,75;64,75;64,75;64,75;0;0,0;4,69
2020-08-27;65,53;65,53;65,53;65,53;0;0,0;1,2
2020-08-28;67,1;67,1;67,1;67,1;0;0,0;2,4
2020-08-31;65,75;65,75;65,75;65,75;0;0,0;-2,01
2020-09-01;65,09;65,09;65,09;65,09;0;0,0;-1,0
2020-09-02;67,55;67,55;67,55;67,55;0;0,0;3,78
2020-09-03;65,3;65,3;65,3;65,3;0;0,0;-3,33
2020-09-04;65,42;65,42;65,42;65,42;0;0,0;0,18
2020-09-07;65,35;65,35;65,35;65,35;0;0,0;-0,11
2020-09-08;66,64;66,64;66,64;66,64;0;0,0;1,97
2020-09-09;66,83;66,83;66,83;66,83;0;0,0;0,29
2020-09-10;67,57;67,57;67,57;67,57;0;0,0;1,11
2020-09-11;67,55;67,55;67,55;67,55;0;0,0;-0,03
2020-09-14;67,55;67,55;67,55;67,55;0;0,0;0,0
2020-09-15;67,66;67,66;67,66;67,66;0;0,0;0,16
2020-09-16;67,25;67,25;67,25;67,25;0;0,0;-0,61
2020-09-17;67,47;67,47;67,47;67,47;0;0,0;0,33
2020-09-18;66,88;66,88;66,88;66,88;0;0,0;-0,87
2020-09-21;66,21;66,21;66,21;66,21;0;0,0;-1,0
2020-09-22;66,07;66,07;66,07;66,07;0;0,0;-0,21
2020-09-23;66,07;66,07;66,07;66,07;0;0,0;0,0
2020-09-24;66,07;66,07;66,07;66,07;0;0,0;0,0
2020-09-25;66,07;66,07;66,07;66,07;0;0,0;0,0
2020-09-28;65,75;65,75;65,75;65,75;0;0,0;-0,48
2020-09-29;65,88;65,88;65,88;65,88;0;0,0;0,2
2020-09-30;66,94;66,94;66,94;66,94;0;0,0;1,61
2020-10-01;67,0;67,0;67,0;67,0;0;0,0;0,09
2020-10-02;65,29;65,29;65,29;65,29;0;0,0;-2,55
2020-10-05;67,0;67,0;67,0;67,0;0;0,0;2,62
2020-10-06;66,59;66,59;66,59;66,59;0;0,0;-0,61
2020-10-07;66,71;66,71;66,71;66,71;0;0,0;0,18
2020-10-08;66,71;66,71;66,71;66,71;0;0,0;0,0
2020-10-09;66,54;66,54;66,54;66,54;0;0,0;-0,25
2020-10-12;66,48;66,48;66,48;66,48;0;0,0;-0,09
2020-10-13;66,61;66,61;66,61;66,61;0;0,0;0,2
2020-10-14;66,61;66,61;66,61;66,61;0;0,0;0,0
2020-10-15;66,61;66,61;66,61;66,61;0;0,0;0,0
2020-10-16;68,53;68,53;68,53;68,53;0;0,0;2,88
2020-10-19;68,86;68,86;68,86;68,86;0;0,0;0,48
2020-10-20;69,06;69,06;69,06;69,06;0;0,0;0,29
2020-10-21;67,86;67,86;67,86;67,86;0;0,0;-1,74
2020-10-22;67,98;67,98;67,98;67,98;0;0,0;0,18
2020-10-23;67,8;67,8;67,8;67,8;0;0,0;-0,26
2020-10-26;68,86;68,86;68,86;68,86;0;0,0;1,56
2020-10-27;69,54;69,54;69,54;69,54;0;0,0;0,99
2020-10-28;71,4;71,4;71,4;71,4;0;0,0;2,67
2020-10-29;71,4;71,4;71,4;71,4;0;0,0;0,0
2020-10-30;74,42;74,42;74,42;74,42;0;0,0;4,23
2020-11-02;74,82;74,82;74,82;74,82;0;0,0;0,54
2020-11-03;75,45;75,45;75,45;75,45;0;0,0;0,84
2020-11-04;75,76;75,76;75,76;75,76;0;0,0;0,41
2020-11-05;75,27;75,27;75,27;75,27;0;0,0;-0,65
2020-11-06;76,82;76,82;76,82;76,82;0;0,0;2,06
2020-11-09;77,5;77,5;77,5;77,5;0;0,0;0,89
2020-11-10;79,05;79,05;79,05;79,05;0;0,0;2,0
2020-11-11;80,45;80,45;80,45;80,45;0;0,0;1,77
2020-11-12;81,97;81,97;81,97;81,97;0;0,0;1,89
